,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
1789,b3653 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.97,Blattner Laboratory
1791,b3671 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.22,Blattner Laboratory
1797,b3721 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.37,Blattner Laboratory
1798,b3725 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.49,Blattner Laboratory
1799,b3731 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.03,Blattner Laboratory
1803,b3750 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
1804,b3751 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.1,Blattner Laboratory
1806,b3771 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.68,Blattner Laboratory
1808,b3787 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
1809,b3789 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.21,Blattner Laboratory
1811,b3806 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
1813,b3821 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.3,Blattner Laboratory
1815,b3829 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.65,Blattner Laboratory
1816,b3831 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
1818,b3849 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
1819,b3857 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.17,Blattner Laboratory
1820,b3860 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
1822,b3867 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.39,Blattner Laboratory
1825,b3870 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.37,Blattner Laboratory
1826,b3892 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.29,Blattner Laboratory
1827,b3893 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.43,Blattner Laboratory
1828,b3894 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.07,Blattner Laboratory
1831,b3902 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.6,Blattner Laboratory
1832,b3903 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
1833,b3904 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.47,Blattner Laboratory
1836,b3908 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.33,Blattner Laboratory
1837,b3909 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
1840,b3916 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
1841,b3917 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.26,Blattner Laboratory
1842,b3919 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.3,Blattner Laboratory
1843,b3924 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.29,Blattner Laboratory
1844,b3925 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.28,Blattner Laboratory
1845,b3926 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.17,Blattner Laboratory
1846,b3927 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
1848,b3930 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
1851,b3942 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.07,Blattner Laboratory
1852,b3945 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.36,Blattner Laboratory
1853,b3946 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.24,Blattner Laboratory
1854,b3952 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.34,Blattner Laboratory
1855,b3957 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.39,Blattner Laboratory
1856,b3958 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.51,Blattner Laboratory
1857,b3959 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.45,Blattner Laboratory
1860,b3991 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.25,Blattner Laboratory
1861,b3992 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.98,Blattner Laboratory
1862,b3993 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.26,Blattner Laboratory
1863,b3994 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.25,Blattner Laboratory
1866,b4005 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.41,Blattner Laboratory
1867,b4006 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.48,Blattner Laboratory
1868,b4013 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,0.84,Blattner Laboratory
1871,b4025 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.68,Blattner Laboratory
1872,b4033 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
1873,b4035 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.65,Blattner Laboratory
1875,b4039 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.36,Blattner Laboratory
1876,b4041 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,2.0,Blattner Laboratory
1879,b4054 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.49,Blattner Laboratory
1881,b4070 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.73,Blattner Laboratory
1882,b4071 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.24,Blattner Laboratory
1883,b4072 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
1884,b4073 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.56,Blattner Laboratory
1885,b4090 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.6,Blattner Laboratory
1886,b4094 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.5,Blattner Laboratory
1887,b4095 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
1888,b4096 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.52,Blattner Laboratory
1890,b4100 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.33,Blattner Laboratory
1891,b4104 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.38,Blattner Laboratory
1892,b4105 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.35,Blattner Laboratory
1893,b4106 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.54,Blattner Laboratory
1896,b4111 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.35,Blattner Laboratory
1899,b4117 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.23,Blattner Laboratory
1901,b4119 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.21,Blattner Laboratory
1902,b4120 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.1,Blattner Laboratory
1903,b4129 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.31,Blattner Laboratory
1904,b4138 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.62,Blattner Laboratory
1905,b4173 mutant Biolog assay,OD600 growth,2-Deoxy Adenosine,1.42,Blattner Laboratory
2971,b3091 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.93,Blattner Laboratory
2972,b3093 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.2,Blattner Laboratory
2975,b3132 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.16,Blattner Laboratory
2976,b3137 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.12,Blattner Laboratory
2980,b3161 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.0,Blattner Laboratory
2983,b3172 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
2987,b3213 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.05,Blattner Laboratory
2988,b3224 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.15,Blattner Laboratory
2989,b3225 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.57,Blattner Laboratory
2991,b3236 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.29,Blattner Laboratory
2995,b3265 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
3007,b3336 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.22,Blattner Laboratory
3011,b3359 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
3015,b3396 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
3016,b3403 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.59,Blattner Laboratory
3019,b3409 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
3020,b3415 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.43,Blattner Laboratory
3021,b3416 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.61,Blattner Laboratory
3024,b3426 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.53,Blattner Laboratory
3025,b3429 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.77,Blattner Laboratory
3026,b3430 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.03,Blattner Laboratory
3027,b3431 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.05,Blattner Laboratory
3029,b3437 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
3031,b3450 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
3032,b3451 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.72,Blattner Laboratory
3033,b3454 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.67,Blattner Laboratory
3034,b3456 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.96,Blattner Laboratory
3037,b3500 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.43,Blattner Laboratory
3039,b3517 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.71,Blattner Laboratory
3040,b3519 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
3041,b3542 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.24,Blattner Laboratory
3042,b3543 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.46,Blattner Laboratory
3043,b3544 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.22,Blattner Laboratory
3045,b3551 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.28,Blattner Laboratory
3047,b3564 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.52,Blattner Laboratory
3048,b3565 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.6,Blattner Laboratory
3049,b3566 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.36,Blattner Laboratory
3050,b3567 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.67,Blattner Laboratory
3051,b3568 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.04,Blattner Laboratory
3053,b3571 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.15,Blattner Laboratory
3054,b3572 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.34,Blattner Laboratory
3055,b3580 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.2,Blattner Laboratory
3056,b3588 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.04,Blattner Laboratory
3057,b3600 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
3058,b3603 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
3060,b3605 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
3061,b3653 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.21,Blattner Laboratory
3063,b3671 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.83,Blattner Laboratory
3069,b3721 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.8,Blattner Laboratory
3070,b3725 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.48,Blattner Laboratory
3071,b3731 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.35,Blattner Laboratory
3075,b3750 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.44,Blattner Laboratory
3076,b3751 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.97,Blattner Laboratory
3078,b3771 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.13,Blattner Laboratory
3080,b3787 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
3081,b3789 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.73,Blattner Laboratory
3083,b3806 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.58,Blattner Laboratory
3085,b3821 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.96,Blattner Laboratory
3087,b3829 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.15,Blattner Laboratory
3088,b3831 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
3090,b3849 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.27,Blattner Laboratory
3091,b3857 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.84,Blattner Laboratory
3092,b3860 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.31,Blattner Laboratory
3094,b3867 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
3097,b3870 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.39,Blattner Laboratory
3098,b3892 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
3099,b3893 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.38,Blattner Laboratory
3100,b3894 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
3103,b3902 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.87,Blattner Laboratory
3104,b3903 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.79,Blattner Laboratory
3105,b3904 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.76,Blattner Laboratory
3108,b3908 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
3109,b3909 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.51,Blattner Laboratory
3112,b3916 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
3113,b3917 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.33,Blattner Laboratory
3114,b3919 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.42,Blattner Laboratory
3115,b3924 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.0,Blattner Laboratory
3116,b3925 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
3117,b3926 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.11,Blattner Laboratory
3118,b3927 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.01,Blattner Laboratory
3120,b3930 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.49,Blattner Laboratory
3123,b3942 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.32,Blattner Laboratory
3124,b3945 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.87,Blattner Laboratory
3127,b3952 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
3128,b3957 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
3129,b3958 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.19,Blattner Laboratory
3130,b3959 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.14,Blattner Laboratory
3132,b3991 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.59,Blattner Laboratory
3133,b3992 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.99,Blattner Laboratory
3134,b3993 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.85,Blattner Laboratory
3135,b3994 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.86,Blattner Laboratory
3138,b4005 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.92,Blattner Laboratory
3139,b4006 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.16,Blattner Laboratory
3140,b4013 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.23,Blattner Laboratory
3143,b4025 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
3144,b4033 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.85,Blattner Laboratory
3145,b4035 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.76,Blattner Laboratory
3147,b4039 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.23,Blattner Laboratory
3148,b4041 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
3151,b4054 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.35,Blattner Laboratory
3153,b4070 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.77,Blattner Laboratory
3154,b4071 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
3155,b4072 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.95,Blattner Laboratory
3156,b4073 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.6,Blattner Laboratory
3157,b4090 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.81,Blattner Laboratory
3158,b4094 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.62,Blattner Laboratory
3159,b4095 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.09,Blattner Laboratory
3160,b4096 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.31,Blattner Laboratory
3162,b4100 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.65,Blattner Laboratory
3163,b4104 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.35,Blattner Laboratory
3164,b4105 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.1,Blattner Laboratory
3165,b4106 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.03,Blattner Laboratory
3168,b4111 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.68,Blattner Laboratory
3171,b4117 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
3173,b4119 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
3174,b4120 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,0.12,Blattner Laboratory
3175,b4129 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.51,Blattner Laboratory
3176,b4138 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,2.0,Blattner Laboratory
3177,b4173 mutant Biolog assay,OD600 growth,2’-Deoxy Cytidine,1.91,Blattner Laboratory
3183,b3091 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.96,Blattner Laboratory
3184,b3093 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.16,Blattner Laboratory
3187,b3132 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.0,Blattner Laboratory
3188,b3137 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.89,Blattner Laboratory
3192,b3161 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.93,Blattner Laboratory
3195,b3172 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3199,b3213 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.92,Blattner Laboratory
3200,b3224 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.85,Blattner Laboratory
3201,b3225 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.53,Blattner Laboratory
3203,b3236 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.17,Blattner Laboratory
3207,b3265 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.49,Blattner Laboratory
3219,b3336 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.11,Blattner Laboratory
3223,b3359 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.41,Blattner Laboratory
3227,b3396 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.13,Blattner Laboratory
3228,b3403 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.39,Blattner Laboratory
3231,b3409 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.19,Blattner Laboratory
3232,b3415 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.11,Blattner Laboratory
3233,b3416 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.19,Blattner Laboratory
3236,b3426 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.54,Blattner Laboratory
3237,b3429 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.56,Blattner Laboratory
3238,b3430 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.29,Blattner Laboratory
3239,b3431 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.38,Blattner Laboratory
3241,b3437 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3243,b3450 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.57,Blattner Laboratory
3244,b3451 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.21,Blattner Laboratory
3245,b3454 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.15,Blattner Laboratory
3246,b3456 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.86,Blattner Laboratory
3249,b3500 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.89,Blattner Laboratory
3251,b3517 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.2,Blattner Laboratory
3252,b3519 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.22,Blattner Laboratory
3253,b3542 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.32,Blattner Laboratory
3254,b3543 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.55,Blattner Laboratory
3255,b3544 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.24,Blattner Laboratory
3257,b3551 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.2,Blattner Laboratory
3259,b3564 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.68,Blattner Laboratory
3260,b3565 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.72,Blattner Laboratory
3261,b3566 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.29,Blattner Laboratory
3262,b3567 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.5,Blattner Laboratory
3263,b3568 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.65,Blattner Laboratory
3265,b3571 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.09,Blattner Laboratory
