,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
75437,b4035 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.71,Blattner Laboratory
75439,b4039 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.88,Blattner Laboratory
75440,b4041 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.69,Blattner Laboratory
75443,b4054 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.92,Blattner Laboratory
75445,b4070 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.37,Blattner Laboratory
75446,b4071 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.3,Blattner Laboratory
75447,b4072 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.76,Blattner Laboratory
75448,b4073 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.65,Blattner Laboratory
75449,b4090 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.53,Blattner Laboratory
75450,b4094 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.46,Blattner Laboratory
75451,b4095 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.78,Blattner Laboratory
75452,b4096 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.17,Blattner Laboratory
75454,b4100 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.51,Blattner Laboratory
75455,b4104 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.17,Blattner Laboratory
75456,b4105 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.89,Blattner Laboratory
75457,b4106 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.83,Blattner Laboratory
75460,b4111 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.47,Blattner Laboratory
75463,b4117 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.12,Blattner Laboratory
75465,b4119 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.15,Blattner Laboratory
75466,b4120 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,0.15,Blattner Laboratory
75467,b4129 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.26,Blattner Laboratory
75468,b4138 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.89,Blattner Laboratory
75469,b4173 mutant Biolog assay,OD600 growth,N-Acetyl D-Glucosamine,1.78,Blattner Laboratory
76747,b3091 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.58,Blattner Laboratory
76748,b3093 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.76,Blattner Laboratory
76751,b3132 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.54,Blattner Laboratory
76752,b3137 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.76,Blattner Laboratory
76756,b3161 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.51,Blattner Laboratory
76759,b3172 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.13,Blattner Laboratory
76763,b3213 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.49,Blattner Laboratory
76764,b3224 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.52,Blattner Laboratory
76765,b3225 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.81,Blattner Laboratory
76767,b3236 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.18,Blattner Laboratory
76771,b3265 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.55,Blattner Laboratory
76783,b3336 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.28,Blattner Laboratory
76787,b3359 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.34,Blattner Laboratory
76791,b3396 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.53,Blattner Laboratory
76792,b3403 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.41,Blattner Laboratory
76795,b3409 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.36,Blattner Laboratory
76796,b3415 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.36,Blattner Laboratory
76797,b3416 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.31,Blattner Laboratory
76800,b3426 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.41,Blattner Laboratory
76801,b3429 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.53,Blattner Laboratory
76802,b3430 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.23,Blattner Laboratory
76803,b3431 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.36,Blattner Laboratory
76805,b3437 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.69,Blattner Laboratory
76807,b3450 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.41,Blattner Laboratory
76808,b3451 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.55,Blattner Laboratory
76809,b3454 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.4,Blattner Laboratory
76810,b3456 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.9,Blattner Laboratory
76813,b3500 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.18,Blattner Laboratory
76815,b3517 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.24,Blattner Laboratory
76816,b3519 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.32,Blattner Laboratory
76817,b3542 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.27,Blattner Laboratory
76818,b3543 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.3,Blattner Laboratory
76819,b3544 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.31,Blattner Laboratory
76821,b3551 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.28,Blattner Laboratory
76823,b3564 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.14,Blattner Laboratory
76824,b3565 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.13,Blattner Laboratory
76825,b3566 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.3,Blattner Laboratory
76826,b3567 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.21,Blattner Laboratory
76827,b3568 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.14,Blattner Laboratory
76829,b3571 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.38,Blattner Laboratory
76830,b3572 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.42,Blattner Laboratory
76831,b3580 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.35,Blattner Laboratory
76832,b3588 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.15,Blattner Laboratory
76833,b3600 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.14,Blattner Laboratory
76834,b3603 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.21,Blattner Laboratory
76836,b3605 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.23,Blattner Laboratory
76837,b3653 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.2,Blattner Laboratory
76839,b3671 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.5,Blattner Laboratory
76845,b3721 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.3,Blattner Laboratory
76846,b3725 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.28,Blattner Laboratory
76847,b3731 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.36,Blattner Laboratory
76851,b3750 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.26,Blattner Laboratory
76852,b3751 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.24,Blattner Laboratory
76854,b3771 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.17,Blattner Laboratory
76856,b3787 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.24,Blattner Laboratory
76857,b3789 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.28,Blattner Laboratory
76859,b3806 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.2,Blattner Laboratory
76861,b3821 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.27,Blattner Laboratory
76863,b3829 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.19,Blattner Laboratory
76864,b3831 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.49,Blattner Laboratory
76866,b3849 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.16,Blattner Laboratory
76867,b3857 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.23,Blattner Laboratory
76868,b3860 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.18,Blattner Laboratory
76870,b3867 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.44,Blattner Laboratory
76873,b3870 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.16,Blattner Laboratory
76874,b3892 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.6,Blattner Laboratory
76875,b3893 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.51,Blattner Laboratory
76876,b3894 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.59,Blattner Laboratory
76879,b3902 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.65,Blattner Laboratory
76880,b3903 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.39,Blattner Laboratory
76881,b3904 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.22,Blattner Laboratory
76884,b3908 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.33,Blattner Laboratory
76885,b3909 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.51,Blattner Laboratory
76888,b3916 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.65,Blattner Laboratory
76889,b3917 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.97,Blattner Laboratory
76890,b3919 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.32,Blattner Laboratory
76891,b3924 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.36,Blattner Laboratory
76892,b3925 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,1.07,Blattner Laboratory
76893,b3926 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.92,Blattner Laboratory
76894,b3927 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.64,Blattner Laboratory
76896,b3930 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.39,Blattner Laboratory
76899,b3942 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.67,Blattner Laboratory
76900,b3945 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.52,Blattner Laboratory
76903,b3952 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.46,Blattner Laboratory
76904,b3957 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.14,Blattner Laboratory
76905,b3958 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.16,Blattner Laboratory
76906,b3959 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.18,Blattner Laboratory
76908,b3991 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.44,Blattner Laboratory
76909,b3992 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.33,Blattner Laboratory
76910,b3993 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.34,Blattner Laboratory
76911,b3994 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.29,Blattner Laboratory
76914,b4005 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.29,Blattner Laboratory
76915,b4006 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.13,Blattner Laboratory
76916,b4013 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.16,Blattner Laboratory
76919,b4025 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.25,Blattner Laboratory
76920,b4033 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.25,Blattner Laboratory
76921,b4035 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.45,Blattner Laboratory
76923,b4039 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.35,Blattner Laboratory
76924,b4041 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.18,Blattner Laboratory
76927,b4054 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.38,Blattner Laboratory
76929,b4070 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.23,Blattner Laboratory
76930,b4071 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.27,Blattner Laboratory
76931,b4072 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.48,Blattner Laboratory
76932,b4073 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.53,Blattner Laboratory
76933,b4090 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.35,Blattner Laboratory
76934,b4094 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.45,Blattner Laboratory
76935,b4095 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.5,Blattner Laboratory
76936,b4096 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,1.71,Blattner Laboratory
76938,b4100 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.27,Blattner Laboratory
76939,b4104 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.26,Blattner Laboratory
76940,b4105 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.49,Blattner Laboratory
76941,b4106 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.55,Blattner Laboratory
76944,b4111 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,1.01,Blattner Laboratory
76947,b4117 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.66,Blattner Laboratory
76949,b4119 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.93,Blattner Laboratory
76950,b4120 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.89,Blattner Laboratory
76951,b4129 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.29,Blattner Laboratory
76952,b4138 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.45,Blattner Laboratory
76953,b4173 mutant Biolog assay,OD600 growth,N-Acetyl-D-Mannosamine,0.5,Blattner Laboratory
77383,b3091 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.88,Blattner Laboratory
77384,b3093 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.46,Blattner Laboratory
77387,b3132 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.74,Blattner Laboratory
77388,b3137 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.47,Blattner Laboratory
77392,b3161 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.49,Blattner Laboratory
77395,b3172 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,0.4,Blattner Laboratory
77399,b3213 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.47,Blattner Laboratory
77400,b3224 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,0.17,Blattner Laboratory
77401,b3225 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,0.16,Blattner Laboratory
77403,b3236 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.97,Blattner Laboratory
77407,b3265 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.24,Blattner Laboratory
77419,b3336 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.24,Blattner Laboratory
77423,b3359 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.13,Blattner Laboratory
77427,b3396 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.03,Blattner Laboratory
77428,b3403 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.09,Blattner Laboratory
77431,b3409 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.28,Blattner Laboratory
77432,b3415 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.35,Blattner Laboratory
77433,b3416 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.05,Blattner Laboratory
77436,b3426 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.28,Blattner Laboratory
77437,b3429 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.8,Blattner Laboratory
77438,b3430 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.23,Blattner Laboratory
77439,b3431 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.27,Blattner Laboratory
77441,b3437 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.93,Blattner Laboratory
77443,b3450 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.1,Blattner Laboratory
77444,b3451 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.02,Blattner Laboratory
77445,b3454 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.32,Blattner Laboratory
77446,b3456 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.85,Blattner Laboratory
77449,b3500 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.47,Blattner Laboratory
77451,b3517 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.28,Blattner Laboratory
77452,b3519 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.79,Blattner Laboratory
77453,b3542 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.2,Blattner Laboratory
77454,b3543 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.09,Blattner Laboratory
77455,b3544 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.22,Blattner Laboratory
77457,b3551 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.26,Blattner Laboratory
77459,b3564 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.54,Blattner Laboratory
77460,b3565 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.3,Blattner Laboratory
77461,b3566 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.22,Blattner Laboratory
77462,b3567 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.28,Blattner Laboratory
77463,b3568 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.25,Blattner Laboratory
77465,b3571 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.92,Blattner Laboratory
77466,b3572 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.81,Blattner Laboratory
77467,b3580 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.07,Blattner Laboratory
77468,b3588 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.43,Blattner Laboratory
77469,b3600 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.43,Blattner Laboratory
77470,b3603 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.2,Blattner Laboratory
77472,b3605 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.24,Blattner Laboratory
77473,b3653 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.92,Blattner Laboratory
77475,b3671 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.16,Blattner Laboratory
77481,b3721 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.36,Blattner Laboratory
77482,b3725 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.28,Blattner Laboratory
77483,b3731 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.27,Blattner Laboratory
77487,b3750 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.25,Blattner Laboratory
77488,b3751 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.33,Blattner Laboratory
77490,b3771 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,0.82,Blattner Laboratory
77492,b3787 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.33,Blattner Laboratory
77493,b3789 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.38,Blattner Laboratory
77495,b3806 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.49,Blattner Laboratory
77497,b3821 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.32,Blattner Laboratory
77499,b3829 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,0.58,Blattner Laboratory
77500,b3831 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.41,Blattner Laboratory
77502,b3849 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.21,Blattner Laboratory
77503,b3857 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.1,Blattner Laboratory
77504,b3860 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.5,Blattner Laboratory
77506,b3867 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.61,Blattner Laboratory
77509,b3870 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.47,Blattner Laboratory
77510,b3892 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.36,Blattner Laboratory
77511,b3893 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.38,Blattner Laboratory
77512,b3894 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.21,Blattner Laboratory
77515,b3902 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.14,Blattner Laboratory
77516,b3903 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.37,Blattner Laboratory
77517,b3904 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.54,Blattner Laboratory
77520,b3908 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.37,Blattner Laboratory
77521,b3909 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.38,Blattner Laboratory
77524,b3916 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,1.54,Blattner Laboratory
77525,b3917 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.18,Blattner Laboratory
77526,b3919 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.33,Blattner Laboratory
77527,b3924 mutant Biolog assay,OD600 growth,N-Acetyl-Neuraminic Acid,2.31,Blattner Laboratory
